number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
1,-1,-99999,-1,1.2112,0,0
2,-1,-99999,-1,1.1591,1,0
3,-1,-99999,-1,1.0404,1,0
4,-1,-99999,-1,1.3378,1,0
5,-1,-99999,-1,1.5404,1,0
6,-1,0,-1,0.90437,1,0
7,0,-99999,-45,0.68424,1,1.3894
8,-1,-99999,-1,1.454,1,0
9,0,-99999,0,1.978,0,0.7154
10,-1,0,-1,2.0909,1,1.388
11,-1,-99999,-1,1.1338,0,0
12,-1,-99999,-1,1.3624,1,0
13,-1,0,-1,0.86472,1,0
14,0,0,45,0.84127,1,1.3224
15,0,-99999,0,2.0527,1,0.96593
16,0,0,0,1.6126,1,0.74978
17,-1,-99999,-1,1.49,0,0
18,0,-99999,-45,3.6064,1,1.0635
19,0,-99999,0,3.161,0,0.85813
20,0,0,-45,3.2051,1,0.9419
21,-1,-99999,-1,0,NaN,0
22,-1,-99999,-1,1.288,1,0
23,-1,-99999,-1,0.82659,1,0
24,800,-99999,0,2.774,0,0.83077
25,-1,0,-1,1.2189,1,0
26,800,-99999,0,1.1772,1,1.8104
27,-1,-99999,-1,0.88021,1,0
28,-1,-99999,-1,1.7656,0,0
29,-1,0,-1,1.1502,1,0
30,-1,-99999,-1,1.8117,1,0
31,-1,0,-1,0.67185,1,0
32,-1,-99999,-1,0.59995,1,0
33,800,-99999,0,1.9008,1,0.50993
34,-1,0,-1,0.92665,1,0
35,-1,-99999,-1,1.0277,1,0
36,-1,-99999,-1,0.93523,1,0
37,-1,0,-1,1.2224,0,0
38,0,0,-45,1.3825,1,1.0156
39,-1,0,-1,0.94287,1,0
40,0,0,0,1.2729,1,0.92996
41,-1,-99999,-1,0.8031,1,0
42,-1,0,-1,0.53081,0,0
43,-1,-99999,-1,2.3161,1,0
44,0,-99999,0,2.4341,0,0.98725
45,-1,0,-1,2.0041,1,0
46,-1,0,-1,0.93326,1,0
47,0,0,0,1.9801,1,0.98924
48,-1,-99999,-1,1.3873,1,0
49,0,0,45,2.7699,1,0.85099
50,-1,-99999,-1,1.4185,1,0
51,-1,-99999,-1,1.5484,0,0
52,-1,-99999,-1,1.5745,1,0
53,0,0,0,1.4357,1,0.86084
54,800,-99999,0,3.9982,NaN,0.91502
55,-1,0,-1,1.9356,1,0
56,-1,0,-1,0.93276,1,0
57,800,-99999,45,2.874,1,0.99515
58,-1,-99999,-1,1.0337,1,0
59,-1,-99999,-1,1.479,0,0
60,800,-99999,45,1.5679,0,1.257
61,-1,-99999,-1,1.2806,0,0
62,800,-99999,-45,1.9934,0,1.2745
63,-1,0,-1,1.4866,0,0
64,-1,-99999,-1,0.63533,1,0
65,0,-99999,45,0.67747,1,0.93443
66,0,-99999,45,0.94066,1,1.1976
67,-1,-99999,-1,0.85355,0,0
68,-1,-99999,-1,1.6915,0,0
69,-1,-99999,-1,0.96116,1,0
70,-1,0,-1,0.83235,1,0
71,-1,-99999,-1,0.92469,1,0
72,800,-99999,-45,1.4365,0,0.80563
1,-1,-99999,-1,0,NaN,0
2,-1,0,-1,0.69567,1,0
3,800,-99999,45,0.62022,1,0.92535
4,-1,-99999,-1,0.9564,1,0
5,-1,0,-1,1.0748,1,0
6,-1,-99999,-1,1.2771,1,0
7,-1,0,-1,0.86322,1,0
8,-1,-99999,-1,0.85508,1,0
9,-1,-99999,-1,1.5357,0,0
10,0,-99999,45,0.9984,1,1.2874
11,-1,0,-1,0.98485,1,0
12,-1,-99999,-1,0.82255,0,0
13,-1,-99999,-1,1.6628,0,0
14,-1,-99999,-1,0.7507,1,0
15,0,-99999,0,1.3633,1,0.76441
16,800,-99999,-45,1.1795,1,0.73262
17,-1,-99999,-1,2.0415,1,0
18,0,0,-45,1.0313,1,0.63249
19,-1,0,-1,0.95173,1,0
20,-1,-99999,-1,1.878,1,0
21,800,-99999,-45,1.143,1,0.68004
22,-1,0,-1,1.0561,1,0
23,0,-99999,45,0.79288,1,1.0819
24,-1,0,-1,1.0299,0,0
25,-1,-99999,-1,2.1679,0,0
26,-1,0,-1,1.2472,0,0
27,-1,0,-1,2.2313,1,0
28,-1,0,-1,1.0906,1,0
29,800,-99999,0,2.233,1,0.7141
30,800,-99999,0,1.4936,0,0.59882
31,-1,-99999,-1,0.63403,1,0
32,0,-99999,-45,0.62177,1,0.91882
33,0,-99999,-45,1.0799,0,0.77698
34,-1,-99999,-1,1.0245,1,0
35,-1,0,-1,1.0398,1,0
36,0,0,45,0.67466,1,0.97142
37,0,0,-45,1.9586,1,0.87967
38,-1,0,-1,0.91286,1,0
39,-1,-99999,-1,0.67977,1,0
40,0,-99999,0,0.93905,1,0.66023
41,800,-99999,0,0.90002,0,0.53313
42,800,-99999,0,0.89337,0,0.5505
43,-1,0,-1,0.75675,1,0
44,-1,-99999,-1,0.55504,1,0
45,-1,-99999,-1,0.8612,1,0
46,0,0,45,0.98966,0,0.6708
47,-1,-99999,-1,1.5808,1,0
48,-1,-99999,-1,1.3249,1,0
49,-1,-99999,-1,0.98703,1,0
50,-1,-99999,-1,0.78965,1,0
51,-1,-99999,-1,1.0895,1,0
52,-1,-99999,-1,1.3816,1,0
53,-1,-99999,-1,0.85231,1,0
54,0,0,0,1.2722,1,0.56932
55,800,-99999,45,1.2307,0,0.59185
56,0,-99999,0,1.3321,1,0.70125
57,-1,0,-1,2.3325,1,0
58,-1,-99999,-1,0.97684,1,0
59,0,0,0,1.6596,1,1.3648
60,-1,0,-1,0.93552,1,0
61,-1,-99999,-1,1.0566,0,0
62,-1,-99999,-1,0.96974,1,0
63,-1,0,-1,0.82144,1,0
64,-1,-99999,-1,0.97698,1,0
65,0,0,0,0.88913,1,1.1541
66,-1,-99999,-1,1.0593,1,0
67,0,0,0,1.1269,0,0.87206
68,-1,-99999,-1,0.91898,0,0
69,0,-99999,0,0.80766,1,1.1207
70,-1,-99999,-1,0.91322,1,0
71,-1,-99999,-1,1.889,0,0
72,-1,-99999,-1,0.78091,0,0
1,-1,0,-1,0.88186,0,0
2,0,-99999,0,0.76886,0,1.0339
3,-1,-99999,-1,0.79898,1,0
4,800,-99999,-45,1.0411,0,0.75455
5,-1,-99999,-1,0.90767,1,0
6,0,0,0,1.3845,0,0.70557
7,0,-99999,45,1.0062,0,0.74332
8,-1,-99999,-1,1.2083,1,0
9,0,-99999,0,1.1798,0,0.78889
10,-1,-99999,-1,0.80068,1,0
11,-1,0,-1,0.81284,1,0
12,800,-99999,0,1.0105,0,0.65965
