number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
1,-1,-99999,-1,1.3453,1,0
2,-1,0,-1,1.1211,1,0
3,-1,-99999,-1,0.81793,1,0
4,800,-99999,0,1.7687,1,0.66573
5,0,-99999,0,1.2146,1,0.76759
6,0,-99999,-45,1.7641,1,1.3892
7,-1,0,-1,1.1146,1,0
8,-1,0,-1,1.2173,0,0
9,800,-99999,0,1.1562,1,0.90137
10,-1,-99999,-1,1.4092,1,0
11,-1,-99999,-1,1.2013,1,0
12,-1,0,-1,1.3369,1,0
13,0,-99999,0,1.093,1,0.83821
14,0,-99999,45,1.6285,1,0.62964
15,0,0,45,1.2561,0,1.0334
16,0,0,0,1.4147,1,1.1759
17,800,-99999,0,1.2642,1,1.0014
18,-1,0,-1,1.1018,1,0
19,-1,-99999,-1,1.2458,1,0
20,-1,-99999,-1,1.0208,0,0
21,-1,0,-1,0.87477,0,0
22,-1,-99999,-1,1.1287,0,0
23,800,-99999,0,1.0811,1,0.83424
24,800,-99999,-45,1.2178,1,0.87481
25,0,-99999,0,1.8486,1,0.68159
26,-1,-99999,-1,1.0747,1,0
27,-1,-99999,-1,1.2083,1,0
28,-1,0,-1,1.1124,1,0
29,0,0,0,1.726,0,0.67101
30,0,-99999,45,2.289,1,0.70613
31,-1,-99999,-1,1.9063,0,0
32,-1,-99999,-1,0.84657,1,0
33,800,-99999,45,1.1412,1,0.59022
34,-1,0,-1,2.1191,1,0
35,-1,-99999,-1,0.98162,1,0
36,-1,-99999,-1,0.92326,1,0
37,0,-99999,-45,2.0262,0,0.67538
38,-1,-99999,-1,0.98279,1,0
39,-1,0,-1,1.6061,1,0
40,-1,-99999,-1,0.8538,1,0
41,-1,-99999,-1,1.5084,1,0
42,0,0,45,1.7068,0,0.53202
43,-1,0,-1,0.94549,1,0
44,-1,0,-1,0.69132,1,0
45,-1,-99999,-1,0.98077,1,0
46,-1,-99999,-1,1.1239,1,0
47,-1,0,-1,1.1819,1,0
48,-1,-99999,-1,0.80624,1,0
49,-1,-99999,-1,0.80696,1,0
50,-1,-99999,-1,0.75637,1,0
51,-1,-99999,-1,1.2173,1,0
52,-1,-99999,-1,1.1663,0,0
53,-1,0,-1,1.967,0,0
54,-1,0,-1,1.0303,1,0
55,-1,-99999,-1,1.0173,1,0
56,0,0,-45,1.5654,1,0.71856
57,0,0,0,1.293,1,0.83004
58,-1,-99999,-1,0.83753,1,0
59,0,0,0,1.4993,1,0.56433
60,-1,0,-1,0.75528,0,0
61,-1,-99999,-1,1.02,1,0
62,-1,-99999,-1,1.4498,1,0
63,-1,-99999,-1,0.91394,1,0
64,0,0,-45,0.54829,1,0.98145
65,800,-99999,45,1.4631,1,0.52817
66,-1,-99999,-1,1.0559,1,0
67,800,-99999,-45,1.1632,1,0.66841
68,-1,-99999,-1,0.98586,1,0
69,0,-99999,0,1.1804,1,0.55744
70,-1,-99999,-1,0.86976,1,0
71,-1,-99999,-1,0.87512,1,0
72,-1,0,-1,1.2942,1,0.72729
1,0,0,0,0.83695,0,2.022
2,0,0,-45,1.6076,1,0.81667
3,0,-99999,0,1.722,0,0.65891
4,800,-99999,0,1.2793,1,0.57617
5,-1,-99999,-1,1.0576,1,0
6,-1,-99999,-1,1.1106,1,0
7,0,0,45,1.4207,1,0.43782
8,800,-99999,0,1.6477,1,0.59288
9,-1,0,-1,1.27,1,0
10,-1,-99999,-1,1.1836,1,0
11,-1,0,-1,1.8561,1,0
12,-1,-99999,-1,0.99204,1,0
13,-1,0,-1,0.79423,1,0
14,800,-99999,-45,1.2724,1,0.60956
15,-1,-99999,-1,0,NaN,0
16,800,-99999,45,1.0785,1,0.51159
17,-1,0,-1,0.97234,1,0
18,-1,-99999,-1,1.0788,1,0
19,-1,0,-1,0.9801,1,0
20,-1,-99999,-1,0.89368,1,0
21,-1,0,-1,1.2699,1,0
22,800,-99999,0,1.2323,1,0.71339
23,0,0,-45,1.4194,1,0.6365
24,-1,-99999,-1,1.2782,0,0
25,0,-99999,-45,1.239,0,0.55995
26,0,0,0,1.4325,0,0.54562
27,800,-99999,45,1.2449,1,0.44584
28,-1,-99999,-1,0.70982,1,0
29,-1,-99999,-1,0.91505,1,0
30,0,-99999,-45,1.1324,1,0.58944
31,-1,0,-1,1.0123,1,0
32,-1,-99999,-1,1.1513,1,0
33,-1,0,-1,1.2983,1,0
34,0,-99999,45,1.1854,1,0.61834
35,-1,-99999,-1,0.94068,1,0
36,-1,-99999,-1,0.81127,1,0
37,0,0,0,1.1731,1,1.3499
38,0,-99999,0,1.2691,1,0.60621
39,-1,-99999,-1,0.98575,1,0
40,0,0,45,1.258,1,0.64307
41,800,-99999,-45,1.0376,1,0.64676
42,-1,-99999,-1,1.2439,1,0
43,-1,0,-1,1.0232,1,0
44,-1,-99999,-1,0.78955,1,0
45,-1,-99999,-1,0.96403,1,0
46,-1,0,-1,0.81627,1,0
47,-1,-99999,-1,0.85497,1,0
48,800,-99999,0,1.0924,1,0.78954
49,-1,-99999,-1,0,NaN,0
50,0,0,0,1.2461,1,0.60718
51,-1,-99999,-1,1.8685,1,0
52,-1,-99999,-1,1.2739,1,0
53,-1,0,-1,1.4039,1,0
54,0,-99999,0,1.64,0,0.61707
55,-1,-99999,-1,0.88959,1,0
56,-1,0,-1,1.0466,1,0
57,0,-99999,45,1.1798,1,0.40497
58,-1,0,-1,1.8011,1,0
59,-1,-99999,-1,0.87868,1,0
60,-1,-99999,-1,1.6291,1,0
61,-1,-99999,-1,0.95709,1,0
62,-1,-99999,-1,0.87284,1,0
63,-1,-99999,-1,0.81027,1,0
64,-1,-99999,-1,0.77043,1,0
65,-1,-99999,-1,1.3493,0,0
66,-1,0,-1,0,NaN,0
67,-1,0,-1,0,NaN,0
68,-1,-99999,-1,0.89974,1,0
69,-1,-99999,-1,0.95943,1,0
70,-1,-99999,-1,0.98788,1,0
71,-1,0,-1,0,NaN,0
72,0,-99999,0,1.2007,1,0.56983
1,0,0,45,1.2424,1,0.87534
2,800,-99999,0,0.97044,1,0.58757
3,0,-99999,-45,1.0063,0,0.45549
4,-1,0,-1,1.0945,1,0
5,-1,0,-1,0.93503,1,0
6,0,-99999,0,1.0331,1,0.53017
7,800,-99999,45,0.98051,0,0.5097
8,-1,-99999,-1,1.2747,1,0
9,-1,-99999,-1,0.98894,1,0
10,800,-99999,0,3.9984,NaN,0.56359
11,-1,-99999,-1,1.1379,1,0
12,-1,-99999,-1,1.0696,1,0
13,-1,0,-1,1.0615,1,0
14,0,0,-45,1.1284,1,0.74551
15,0,0,0,2.2304,1,0.71134
16,-1,-99999,-1,0.85547,1,0
17,0,-99999,0,1.2148,1,0.57585
18,-1,0,-1,1.2042,1,0
19,800,-99999,-45,0.92685,1,0.53592
20,-1,-99999,-1,0.85045,1,0
21,-1,-99999,-1,0.90508,0,0
22,-1,0,-1,1.2187,1,0
23,0,-99999,0,2.0864,1,0.62381
24,-1,-99999,-1,1.3576,1,0
25,-1,-99999,-1,1.009,1,0
26,-1,-99999,-1,1.1574,1,0
27,-1,-99999,-1,1.0299,0,0
28,-1,-99999,-1,2.1026,0,0
29,-1,0,-1,1.021,1,0
30,-1,-99999,-1,0.88339,1,0
31,800,-99999,0,1.3612,1,0.5143
32,-1,-99999,-1,1.6182,1,0
33,-1,-99999,-1,1.2227,1,0
34,-1,-99999,-1,1.0101,1,0
35,-1,-99999,-1,1.8256,0,0
36,-1,0,-1,1.2665,1,0
37,800,-99999,-45,1.6006,1,0.64175
38,-1,0,-1,1.0962,1,0
39,-1,0,-1,1.2932,1,0
40,-1,-99999,-1,1.3903,1,0
41,-1,-99999,-1,0.94108,1,0
42,-1,0,-1,1.837,1,0
43,0,-99999,45,1.1603,1,0.42551
44,-1,0,-1,0,NaN,0
45,-1,-99999,-1,1.314,1,0
46,-1,0,-1,1.1413,1,0
47,0,0,0,1.3213,1,0.67444
48,-1,0,-1,0.87006,1,0
49,800,-99999,45,1.3624,0,0.45153
50,-1,-99999,-1,1.3139,1,0
51,-1,-99999,-1,0.96147,1,0
52,0,-99999,0,0.62051,1,0.90146
53,-1,0,-1,1.2143,1,0
54,-1,-99999,-1,0,NaN,0
55,-1,-99999,-1,1.0263,1,0
56,-1,-99999,-1,0.74966,1,0
57,0,0,-45,1.2151,1,0.5122
58,0,-99999,-45,1.5607,1,0.56183
59,-1,-99999,-1,1.3199,1,0
60,0,0,0,1.1331,1,0.56619
61,-1,-99999,-1,1.0389,1,0
62,-1,0,-1,1.0019,1,0
63,-1,-99999,-1,0.88043,1,0
64,0,0,45,1.023,1,0.51213
65,-1,0,-1,0,NaN,0
66,-1,-99999,-1,1.5832,1,0
67,-1,-99999,-1,0.87982,1,0
68,0,-99999,45,1.2983,1,0.46742
69,-1,-99999,-1,1.4693,1,0
70,0,0,0,1.3494,1,0.62258
71,800,-99999,0,0.92192,1,0.68314
72,-1,-99999,-1,0.79083,1,0
1,-1,-99999,-1,1.2437,0,0
2,-1,0,-1,0.78361,1,0
3,-1,-99999,-1,1.6649,0,0
4,-1,0,-1,1.9712,1,0
5,0,-99999,0,1.0275,1,0.71665
6,0,-99999,-45,0.91814,1,0.5833
7,-1,0,-1,1.1177,1,0
8,0,0,0,1.5249,1,0.64603
9,-1,0,-1,1.8098,1,0
10,-1,0,-1,0,NaN,0
11,0,-99999,-45,1.5141,1,0.6511
12,-1,-99999,-1,1.3761,1,0
13,0,0,-45,1.0662,1,0.72307
14,-1,0,-1,1.225,0,0
15,0,0,0,1.1334,1,0.59849
16,800,-99999,0,2.1179,1,0.65494
17,-1,-99999,-1,0.90362,1,0
18,0,0,45,1.0912,0,0.66824
19,-1,-99999,-1,0.93467,1,0
20,800,-99999,0,1.022,1,0.50324
21,-1,0,-1,1.2049,1,0
22,-1,-99999,-1,1.0974,1,0
23,-1,-99999,-1,1.0847,1,0
24,-1,0,-1,0.98181,1,0
25,-1,-99999,-1,0.95028,1,0
26,0,-99999,45,1.1861,1,0.53126
27,-1,-99999,-1,1.6665,1,0
28,-1,0,-1,0.84078,1,0
29,0,-99999,0,1.1464,1,0.75556
30,-1,0,-1,0.80194,1,0
31,-1,-99999,-1,1.432,0,0
32,-1,-99999,-1,0.99917,1,0
33,-1,-99999,-1,1.1573,1,0
34,-1,-99999,-1,0.86398,1,0
35,-1,0,-1,0.85432,1,0
36,0,0,45,1.4819,1,0.9627
37,-1,0,-1,0.8605,1,0
38,0,-99999,0,0.93529,1,0.60847
39,-1,-99999,-1,1.556,1,0
40,800,-99999,45,2.4279,1,0.47707
41,-1,0,-1,0.89925,1,0
42,-1,0,-1,1.9618,1,0
43,0,-99999,45,0.95577,1,0.46095
44,-1,-99999,-1,0.89244,1,0
45,800,-99999,0,0.95222,1,0.48938
46,-1,-99999,-1,0.95007,1,0
47,-1,-99999,-1,1.0344,1,0
48,-1,-99999,-1,1.3688,1,0
49,800,-99999,45,1.3091,1,0.83805
50,-1,0,-1,1.0637,1,0
51,-1,-99999,-1,1.7189,0,0
52,-1,-99999,-1,1.7063,1,0
53,-1,-99999,-1,0.9422,1,0
54,-1,-99999,-1,1.2256,1,0
55,-1,-99999,-1,1.344,0,0
56,-1,-99999,-1,0.85689,1,0
57,-1,0,-1,0.98421,1,0
58,-1,-99999,-1,0.94993,1,0
59,800,-99999,0,1.1265,1,0.75164
60,-1,-99999,-1,1.0871,1,0
61,800,-99999,-45,0.99863,1,0.63182
62,-1,-99999,-1,1.7701,1,0
63,-1,-99999,-1,0.7265,1,0
64,0,0,-45,1.4176,1,0.61863
65,-1,-99999,-1,1.0723,1,0
66,0,-99999,0,0.99298,1,0.61011
67,0,0,0,1.9492,1,0.53435
68,-1,-99999,-1,1.0609,1,0
69,0,0,0,1.2882,0,0.6254
70,800,-99999,-45,1.0096,1,0.61878
71,-1,-99999,-1,1.0271,1,0
72,-1,-99999,-1,0.85063,1,0
