number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
9,-1,0,-1,0.58686,1,0
10,-1,-99999,-1,0.81057,1,0
11,-1,-99999,-1,0.6825,1,0
12,-1,-99999,-1,0.83288,1,0
13,-1,-99999,-1,0.66656,1,0
14,-1,-99999,-1,0.59252,1,0
15,-1,-99999,-1,0.59447,1,0
16,0,0,-45,0.57224,1,2.6213
17,-1,-99999,-1,0.62844,1,0
18,-1,-99999,-1,0.57243,1,0
19,-1,-99999,-1,0.77847,1,0
20,-1,0,-1,0.65264,1,0
21,0,0,0,1.0442,1,0.91748
22,-1,0,-1,0.54065,1,0
23,-1,-99999,-1,0.81428,1,0
24,0,-99999,45,0.76021,0,0.59343
25,-1,-99999,-1,0.62433,1,0
26,-1,-99999,-1,0.64426,1,0
27,800,-99999,45,0.71208,1,0.51333
28,-1,-99999,-1,0.61829,0,0
29,0,0,45,0.75604,0,0.62936
30,0,-99999,0,0.84023,1,0.57738
31,800,-99999,0,0.75408,1,0.59536
32,0,0,45,0.78634,1,0.61162
33,-1,-99999,-1,0.63622,1,0
34,-1,0,-1,0.68823,1,0.60956
35,-1,0,-1,0.8805,0,0
36,-1,-99999,-1,0.56026,1,0
37,-1,0,-1,0.7165,0,0
38,-1,-99999,-1,0.75619,1,0
39,-1,0,-1,0.62049,1,0
40,-1,-99999,-1,0.64014,0,0
41,-1,-99999,-1,0.62006,1,0
42,800,-99999,45,0.61313,1,0.79809
43,-1,0,-1,0.53348,1,0
44,0,0,-45,0.60534,1,0.40652
45,-1,-99999,-1,0.4531,1,0
46,-1,-99999,-1,0.71486,1,0
47,-1,-99999,-1,0.7411,1,0
48,-1,-99999,-1,0.63906,1,0
49,0,-99999,-45,0.76883,1,0.67415
50,0,0,0,0.8348,0,0.75613
51,0,-99999,0,0.87498,0,0.61215
52,-1,-99999,-1,0.53497,1,0
53,800,-99999,0,0.61684,1,0.51409
54,-1,-99999,-1,0.62694,1,0
55,0,-99999,0,0.73695,0,0.95391
56,-1,-99999,-1,0.66898,0,0
57,-1,0,-1,0.57121,1,0
58,0,-99999,45,0.86681,1,0.74004
59,-1,0,-1,1.1892,1,0
60,-1,-99999,-1,0.66297,0,0
61,0,-99999,-45,0.62668,0,0.52402
62,-1,-99999,-1,0.5449,1,0
63,-1,-99999,-1,0.6609,1,0
64,0,-99999,0,0.71258,1,0.57787
65,-1,0,-1,0.56908,1,0
66,0,0,0,0.48219,1,1.4112
67,800,-99999,-45,0.75968,1,0.50487
68,-1,0,-1,0.60807,0,0
69,-1,-99999,-1,0.50982,1,0
70,800,-99999,0,0.66957,1,0.56688
71,-1,-99999,-1,0.59174,1,0
72,-1,-99999,-1,0.65171,1,0
1,0,-99999,-45,0.89537,1,0.81669
2,-1,-99999,-1,0.63169,1,0
3,800,-99999,0,0.76549,1,0.54271
4,-1,0,-1,0.55402,1,0
5,0,-99999,0,0.90942,1,0.71071
6,-1,0,-1,0.48194,1,0
7,-1,-99999,-1,0.59639,1,0
8,-1,-99999,-1,0.64351,1,0
9,-1,-99999,-1,0.59147,1,0
10,-1,-99999,-1,0.58959,1,0
11,-1,-99999,-1,0.56359,1,0
12,-1,0,-1,0.54786,0,0
13,-1,-99999,-1,0.62955,1,0
14,-1,0,-1,0.63182,1,0
15,0,0,0,1.0194,1,0.82063
16,-1,0,-1,0.87385,0,0
17,-1,-99999,-1,0.74755,0,0
18,800,-99999,-45,0.70326,1,0.60059
19,0,0,-45,1.0935,0,0.98282
20,-1,-99999,-1,0.49946,1,0
21,0,-99999,45,0.79526,1,0.6129
22,-1,0,-1,0.53579,1,0
23,800,-99999,0,0.73526,0,0.60057
24,0,0,0,0.86728,0,0.66052
25,-1,-99999,-1,0.6114,0,0
26,0,-99999,0,0.73531,0,0.52053
27,800,-99999,0,0.66119,1,0.51846
28,800,-99999,0,0.71908,0,0.60844
29,-1,-99999,-1,0.65537,1,0
30,-1,-99999,-1,0.62535,1,0
31,-1,-99999,-1,0.66537,1,0
32,-1,0,-1,0.57766,1,0
33,-1,0,-1,0.64553,1,0
34,-1,-99999,-1,0.59331,1,0
35,-1,0,-1,0.59758,1,0
36,-1,-99999,-1,0.72131,1,0
37,-1,-99999,-1,0.63925,1,0
38,-1,-99999,-1,0.80325,0,0
39,-1,-99999,-1,0.67123,1,0
40,-1,-99999,-1,0.65922,1,0
41,-1,0,-1,0.52351,1,0
