number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
1,-1,-99999,-1,0.8508,1,0
2,-1,0,-1,0.73399,1,0
3,0,0,0,1.2868,0,0.87182
4,-1,-99999,-1,0.60689,1,0
5,-1,0,-1,1.1142,1,0
6,-1,0,-1,0.77288,1,0
7,0,0,45,0.99696,1,0.59806
8,0,0,-45,0.7088,1,0.95788
9,-1,-99999,-1,0.86478,1,0
10,-1,0,-1,1.0338,1,0
11,-1,-99999,-1,0.66471,1,0
12,800,-99999,0,1.1629,0,0.83581
13,-1,-99999,-1,0.61877,1,0
14,-1,-99999,-1,0.7787,1,0
15,0,-99999,45,0.58269,1,0.75964
16,-1,-99999,-1,0.75663,1,0
17,0,-99999,-45,1.2366,1,0.74171
18,-1,-99999,-1,0.64075,1,0
19,-1,0,-1,1.5198,1,0
20,800,-99999,45,0.82656,1,1.0275
21,-1,-99999,-1,1.1967,1,0
22,-1,0,-1,1.184,1,0
23,-1,-99999,-1,1.3045,1,0
24,-1,-99999,-1,2.4766,1,0
25,0,-99999,0,1.1926,1,0.73765
26,800,-99999,0,0.81665,1,1.0415
27,-1,-99999,-1,1.1026,1,0
28,0,0,0,0.58173,1,0.7987
29,0,-99999,-45,0.80245,1,0.9875
30,800,-99999,-45,0.44446,1,0.80554
31,-1,-99999,-1,1.8985,1,0
32,-1,0,-1,0.67184,1,0
33,-1,-99999,-1,0.92042,0,0
34,-1,0,-1,0.75572,1,0
35,-1,0,-1,1.4127,1,0
36,800,-99999,45,0.59228,1,0.76934
37,-1,0,-1,1.0377,1,0
38,0,0,0,0.69875,1,0.88366
39,800,-99999,-45,0.92432,1,0.62145
40,-1,-99999,-1,0.7264,1,0
41,-1,-99999,-1,0.93237,1,0
42,-1,0,-1,0.56945,1,0
43,-1,-99999,-1,0.60469,1,0
44,-1,-99999,-1,0.78834,1,0
45,-1,-99999,-1,0.61833,1,0
46,-1,-99999,-1,0.60028,1,0
47,-1,-99999,-1,0.54431,1,0
48,0,-99999,0,4.0063,NaN,1.1634
49,-1,-99999,-1,0.93035,0,0
50,-1,-99999,-1,1.2663,1,0
51,-1,-99999,-1,0.80827,1,0
52,-1,-99999,-1,0.64825,1,0
53,-1,-99999,-1,0.73632,1,0
54,-1,0,-1,1.3956,1,0
55,800,-99999,0,1.2761,1,0.53304
56,0,-99999,0,0.97216,1,0.51726
57,0,0,45,0.89007,1,0.54719
58,-1,-99999,-1,0.84647,1,0
59,0,-99999,45,0.94012,1,0.62925
60,-1,0,-1,0.87547,1,0
61,-1,-99999,-1,0.81608,1,0
62,-1,-99999,-1,2.4262,1,0
63,-1,0,-1,0.80938,1,0
64,-1,0,-1,0.6444,1,0
65,0,0,-45,1.6003,0,0.7374
66,-1,-99999,-1,0.61609,1,0
67,0,0,0,1.7242,0,0.79728
68,-1,-99999,-1,0.90411,1,0
69,0,-99999,0,0.98003,1,0.5331
70,800,-99999,0,1.7342,1,0.42328
71,-1,-99999,-1,0.95904,1,0
72,-1,0,-1,0.69414,1,0
1,-1,-99999,-1,0.75954,1,1.0245
2,-1,-99999,-1,0.57172,1,0
3,-1,-99999,-1,0.52974,1,0
4,-1,-99999,-1,0.52964,1,0
5,-1,-99999,-1,0.73559,1,0
6,-1,0,-1,0.71883,1,0
7,-1,0,-1,0.80592,1,0
8,0,-99999,45,0.8416,1,0.44271
9,-1,-99999,-1,0.64761,1,0
10,-1,0,-1,1.815,1,0
11,-1,-99999,-1,0.67346,1,0
12,-1,-99999,-1,1.0737,1,0
13,-1,-99999,-1,0.67554,1,0
14,-1,0,-1,0.80478,1,0
15,-1,-99999,-1,0.75947,1,0
16,-1,-99999,-1,0.67384,1,0
17,800,-99999,0,1.0919,1,0.52494
18,-1,-99999,-1,0.72245,1,0
19,-1,-99999,-1,0.67243,1,0
20,-1,0,-1,0.66171,1,0
21,-1,0,-1,0.48664,1,0
22,-1,-99999,-1,1.4184,1,0
23,0,-99999,-45,0.84035,1,0.42545
24,-1,-99999,-1,0.99446,1,0
25,0,0,0,0.97236,1,0.45348
26,0,0,0,1.4287,1,0.42973
27,800,-99999,0,1.2053,1,0.46239
28,-1,-99999,-1,0.72937,1,0
29,-1,-99999,-1,0.94134,1,0
30,-1,-99999,-1,1.0122,1,0
31,-1,0,-1,0.94458,1,0
32,-1,-99999,-1,0.56916,1,0
33,0,0,45,1.2033,1,0.36438
34,0,-99999,0,1.0433,1,0.40439
35,-1,-99999,-1,0.94559,1,0
36,0,-99999,45,0.66719,1,0.33231
37,-1,0,-1,1.1063,0,0
38,0,0,0,0.87641,1,0.34153
39,0,-99999,0,1.0742,1,0.7314
40,-1,-99999,-1,0.76811,1,0
41,800,-99999,45,0.60423,1,0.77316
42,0,0,-45,0.80999,1,0.3791
43,800,-99999,0,0.76008,1,0.39322
44,-1,-99999,-1,0.7621,1,0
45,0,0,45,0.5434,1,0.73634
46,800,-99999,-45,0.92202,1,0.66751
47,-1,-99999,-1,0.59115,1,0
48,-1,0,-1,0.79065,1,0
49,0,0,0,0.70306,1,0.82399
50,-1,0,-1,0.62602,1,0
51,-1,0,-1,0.72125,1,0
52,-1,-99999,-1,0.66503,1,0
53,-1,-99999,-1,0.56708,1,0
54,0,-99999,0,0.93699,1,0.34608
55,0,-99999,0,0.9849,1,0.75406
56,-1,0,-1,0.80426,1,0
57,800,-99999,-45,0.68482,1,0.39799
58,-1,-99999,-1,1.077,1,0
59,-1,-99999,-1,0.95895,1,0
60,-1,-99999,-1,0.64496,1,0
61,-1,0,-1,0.79412,1,0
62,800,-99999,0,1.4408,0,0.43392
63,-1,-99999,-1,0.82693,1,0
64,-1,-99999,-1,0.63094,1,0
65,800,-99999,45,0.75887,1,0.40825
66,-1,-99999,-1,0.75086,1,1.0078
67,-1,0,-1,0.86018,1,0
68,0,0,-45,1.3732,1,0.72623
69,0,-99999,-45,0.65869,1,0.39588
70,-1,0,-1,1.3341,1,0
71,-1,-99999,-1,1.0208,1,0
72,-1,0,-1,0.59598,1,0
1,0,0,-45,0.59658,1,0.72551
2,-1,-99999,-1,0.54965,1,0
3,-1,-99999,-1,0.59174,1,0
4,-1,-99999,-1,0.55169,1,0
5,0,0,45,1.3576,1,0.5511
6,0,-99999,45,0.86745,1,0.61266
7,-1,0,-1,0.74476,1,0
8,-1,0,-1,0.59999,1,0
9,-1,-99999,-1,0.90356,1,0
10,0,-99999,45,1.2754,0,1.1247
11,-1,0,-1,1.0109,1,0
12,-1,-99999,-1,0.65945,1,0
13,-1,0,-1,0.70482,1,0
14,800,-99999,0,1.1274,1,0.61654
15,-1,-99999,-1,0.60352,1,0
16,-1,0,-1,0.60272,1,0
17,800,-99999,45,0.82324,1,0.40833
18,-1,-99999,-1,0.90554,1,0
19,-1,0,-1,0.66668,1,0
20,-1,-99999,-1,0.59106,1,0
21,-1,0,-1,0.85069,1,0
22,-1,-99999,-1,1.2014,1,0
23,800,-99999,0,1.1793,1,0.66039
24,800,-99999,0,0.96038,0,0.44945
25,-1,0,-1,0.85363,1,0
26,0,0,45,0.96867,1,0.39374
27,0,0,-45,0.85364,1,0.44677
28,-1,0,-1,0.69162,1,0
29,800,-99999,-45,1.1814,0,0.3666
30,-1,-99999,-1,0.69737,1,0
31,0,-99999,0,1.2233,1,0.4244
32,-1,-99999,-1,0.71329,1,0
33,-1,0,-1,0.71449,1,0
34,0,0,0,0.76341,1,0.62072
35,0,0,0,0.90935,1,0.51838
36,-1,0,-1,0.69052,1,0
37,0,-99999,0,1.0631,0,0.7763
38,-1,-99999,-1,1.3613,1,0
39,-1,-99999,-1,1.2113,1,0
40,-1,-99999,-1,0.7372,1,0
41,-1,0,-1,0.83853,1,0
42,-1,-99999,-1,0.75909,1,0
43,800,-99999,45,1.1955,1,0.83633
44,-1,-99999,-1,0.75118,1,0
45,-1,-99999,-1,0.57123,1,0
46,-1,-99999,-1,0.53912,1,0
47,0,0,0,1.0248,1,0.70597
48,0,0,0,0.80826,1,0.41744
49,0,-99999,-45,0.76305,1,0.43619
50,-1,0,-1,0.75039,1,0
51,-1,-99999,-1,0.619,1,0
52,800,-99999,0,0.95101,0,0.64815
53,-1,-99999,-1,0.62709,1,0
54,800,-99999,-45,0.835,1,0.47615
55,-1,0,-1,0.9038,1,0
56,0,-99999,0,0.79695,1,0.49409
57,-1,-99999,-1,0.49707,1,0
58,-1,-99999,-1,0.86906,1,0
59,-1,-99999,-1,0.78296,1,0
60,0,-99999,0,1.343,0,0.43209
61,-1,-99999,-1,0.78575,1,0
62,-1,-99999,-1,0.81502,1,0
63,-1,-99999,-1,0.775,1,0
64,0,-99999,-45,0.84684,1,0.52799
65,-1,-99999,-1,0.70893,1,0
66,-1,-99999,-1,0.56528,1,0
67,-1,-99999,-1,0.72892,1,0
68,-1,-99999,-1,0.9288,0,0
69,-1,0,-1,0.48813,1,0
70,-1,0,-1,0.5692,1,0
71,-1,-99999,-1,0.99686,1,0
72,-1,-99999,-1,0.86483,1,0
1,0,0,0,0.78774,1,0.93271
2,0,0,-45,1.0265,1,0.44355
3,800,-99999,-45,0.83045,1,0.43958
4,800,-99999,45,0.91447,1,0.51564
5,-1,-99999,-1,0.79445,1,0
6,0,-99999,45,1.0184,1,0.41957
7,0,0,0,0.83423,1,0.44333
8,-1,0,-1,0.60979,1,0
9,-1,-99999,-1,0.77039,1,0
10,800,-99999,0,1.3144,0,0.43546
11,-1,0,-1,0.88965,1,0
12,800,-99999,0,0.83228,1,0.46579
13,0,0,-45,1.3717,1,0.54878
14,-1,-99999,-1,0.93029,1,0
15,-1,0,-1,0.78765,1,0
16,-1,-99999,-1,0.56024,1,0
17,-1,-99999,-1,0.71131,1,0
18,800,-99999,0,0.72125,1,0.37843
19,800,-99999,45,0.6933,1,0.39043
20,-1,-99999,-1,0.74731,1,0
21,-1,0,-1,0.64853,1,0
22,-1,-99999,-1,0.57312,1,0
23,-1,-99999,-1,0.56332,1,0
24,-1,-99999,-1,0.90532,0,0
25,-1,0,-1,0.85837,1,0
26,0,-99999,-45,0.79695,0,0.5262
27,-1,0,-1,0.61287,1,0
28,-1,-99999,-1,0.76308,1,0
29,-1,-99999,-1,0.85526,1,0
30,-1,-99999,-1,0.86515,1,0
31,-1,-99999,-1,1.1982,1,0
32,0,-99999,0,0.82403,1,0.55322
33,-1,-99999,-1,0.81015,1,0
34,-1,0,-1,0.54135,1,0
35,-1,-99999,-1,0.76602,1,0
36,-1,0,-1,0.74945,1,0
37,-1,-99999,-1,0.93007,0,0
38,-1,-99999,-1,0.65003,1,0
39,-1,0,-1,0.80138,0,0
40,-1,-99999,-1,1.012,1,0
41,0,0,45,1.0273,1,0.76451
42,-1,-99999,-1,0.63797,1,0
43,0,0,45,0.75981,0,0.52901
44,-1,0,-1,0.68129,1,0
45,-1,-99999,-1,1.36,1,0
46,-1,0,-1,0.67361,1,0
47,0,-99999,0,1.0038,0,0.74098
48,-1,-99999,-1,0.55797,1,0
49,-1,-99999,-1,0.66388,1,0
50,0,-99999,0,1.3599,1,0.39304
51,-1,-99999,-1,0.69585,0,0
52,0,-99999,45,1.0298,1,0.647
53,-1,0,-1,0.65326,1,0
54,800,-99999,-45,0.95175,1,0.6649
55,-1,-99999,-1,0.88985,1,0
56,0,-99999,0,0.79182,1,0.385
57,-1,-99999,-1,0.66189,1,0
58,-1,-99999,-1,0.73782,1,0
59,-1,0,-1,0.85508,1,0
60,-1,-99999,-1,0.63581,1,0
61,0,0,0,0.86936,0,0.60622
62,-1,-99999,-1,1.0458,1,0
63,-1,-99999,-1,0.96377,1,0
64,-1,-99999,-1,0.64377,1,0
65,0,0,0,0.9277,1,0.4571
66,0,-99999,-45,0.71759,1,0.41464
67,-1,-99999,-1,1.2817,1,0
68,-1,0,-1,0.75893,1,0
69,-1,-99999,-1,0.67376,0,0
70,-1,0,-1,0.69264,1,0
71,800,-99999,0,1.0535,1,0.79061
72,-1,0,-1,0.66895,1,0
