number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
16,-1,-99999,-1,0.63395,0,0
17,-1,0,-1,0.54661,0,0
18,0,-99999,0,0.83922,1,0.6645
19,0,0,45,0.60565,0,0.43083
20,800,-99999,0,0.85385,0,0.65511
21,-1,-99999,-1,0.6259,0,0
22,-1,0,-1,0.41788,1,0
23,-1,-99999,-1,0.6294,1,0
24,-1,0,-1,0.38098,0,0
25,0,0,45,0.79984,1,0.55303
26,0,0,-45,0.76815,0,0.60944
27,0,0,0,0.92875,0,0.56977
28,0,-99999,45,0.76803,1,0.50536
29,0,0,0,0.75027,1,0.5194
30,-1,-99999,-1,0.90209,0,0
31,800,-99999,0,0.77256,0,0.54977
32,-1,0,-1,0.48681,1,0
33,-1,-99999,-1,0.56208,0,0
34,-1,-99999,-1,0.51239,0,0
35,-1,0,-1,0.48967,1,0
36,800,-99999,45,0.46607,1,0.79516
37,-1,-99999,-1,0.75063,1,0
38,-1,0,-1,0.51023,1,0
39,-1,-99999,-1,0.55416,1,0
40,-1,-99999,-1,0.61248,1,0
41,0,-99999,-45,0.73436,1,0.56764
42,-1,-99999,-1,0.72615,0,0
43,-1,0,-1,0.55053,1,0
44,0,-99999,0,0.74343,1,0.52867
45,800,-99999,0,0.70632,0,0.51559
46,-1,-99999,-1,0.66958,0,0
47,800,-99999,-45,0.78039,1,0.48557
48,-1,0,-1,0.70488,1,0
49,-1,-99999,-1,0.49235,0,0
50,-1,0,-1,0.4668,1,0
51,-1,-99999,-1,0.64487,1,0
52,-1,-99999,-1,0.46255,1,0
53,-1,-99999,-1,0.60738,0,0
54,-1,-99999,-1,0.58786,1,0
55,-1,-99999,-1,0.6985,0,0
56,-1,0,-1,0.42283,0,0
57,0,-99999,45,0.74154,1,0.52663
58,0,-99999,0,0.79105,0,0.59252
59,-1,0,-1,0.77017,0,0
60,-1,-99999,-1,0.67822,1,0
61,-1,-99999,-1,0.59682,1,0
62,800,-99999,0,0.89262,1,0.67781
63,-1,-99999,-1,1.0063,1,0
64,800,-99999,-45,0.77862,1,0.65194
65,-1,-99999,-1,0.69343,0,0
66,-1,0,-1,0.50348,0,0
67,0,0,0,0.77586,1,0.5531
68,-1,0,-1,0.59363,1,0
69,-1,0,-1,0.55658,0,0
70,0,-99999,-45,0.90423,1,0.72963
71,-1,-99999,-1,0.51318,1,0
72,-1,0,-1,0.48322,1,0
1,-1,0,-1,0.48689,0,0
2,-1,-99999,-1,0.64247,0,0
3,800,-99999,-45,0.64863,0,0.48188
4,0,-99999,0,0.84166,1,0.62717
5,-1,0,-1,0.66921,1,0
6,-1,-99999,-1,0.56048,1,0
7,-1,-99999,-1,0.64746,0,0
8,0,-99999,0,0.80871,1,0.5939
9,-1,-99999,-1,0.58841,1,0
10,0,-99999,-45,0.86881,0,0.69406
11,-1,0,-1,1.0173,0,0.5064
12,-1,0,-1,0.4979,1,0
13,800,-99999,45,0.76998,0,0.60329
14,-1,-99999,-1,0.81966,1,0
15,-1,-99999,-1,0.62755,0,0
16,-1,0,-1,0.49241,0,0
17,0,0,45,0.81809,0,0.63525
18,0,0,-45,0.92332,1,0.7484
19,-1,-99999,-1,0.95048,1,0
20,-1,-99999,-1,0.54632,1,0
21,-1,-99999,-1,0.61402,0,0
22,-1,-99999,-1,0.43184,1,0
23,-1,-99999,-1,0.56647,1,0
24,-1,-99999,-1,0.66548,1,0
25,-1,0,-1,0.44694,0,0
26,800,-99999,0,0.82921,0,0.6464
27,-1,0,-1,0.54264,0,0
28,-1,-99999,-1,0.67895,1,0
29,-1,0,-1,0.65102,1,0
30,-1,-99999,-1,0.66646,1,0
31,0,0,45,0.76093,1,0.58621
32,-1,0,-1,0.43638,1,0
33,0,0,0,0.77481,1,0.60811
34,0,0,0,1.0178,0,0.76322
35,0,0,0,0.7278,0,0.49694
36,-1,-99999,-1,0.59618,1,0
37,0,0,-45,0.70997,0,0.55124
38,-1,-99999,-1,0.50747,1,0
39,0,-99999,0,0.74391,0,0.5612
40,0,-99999,45,0.68131,0,0.51457
41,-1,-99999,-1,0.59386,0,0
42,-1,-99999,-1,0.5898,0,0
43,800,-99999,0,1.0465,1,0.75965
44,800,-99999,45,0.80461,0,0.55789
45,-1,-99999,-1,0.59238,1,0
46,-1,-99999,-1,0.49898,0,0
47,-1,-99999,-1,0.50589,1,0
48,-1,0,-1,0.55349,0,0
49,-1,-99999,-1,0.55961,0,0
50,-1,-99999,-1,0.55426,1,0
51,-1,-99999,-1,0.61481,1,0
52,-1,-99999,-1,0.53589,1,0
53,-1,0,-1,0.55835,1,0
54,-1,-99999,-1,0.6659,1,0
55,0,-99999,-45,0.64406,0,0.90906
56,800,-99999,0,0.74851,1,0.5578
57,-1,-99999,-1,0.63524,1,0
58,800,-99999,0,0.83733,0,0.56648
59,-1,-99999,-1,0.84918,1,0
60,-1,0,-1,0.55879,1,0
61,800,-99999,-45,0.8875,0,0.72062
62,-1,-99999,-1,0.68817,1,0
63,-1,0,-1,0.66053,0,0
64,0,-99999,0,0.89677,0,0.62593
65,-1,0,-1,0.51506,0,0
66,-1,0,-1,0.43799,0,0
67,-1,-99999,-1,0.66104,1,0
68,-1,0,-1,0.41166,1,0
69,-1,-99999,-1,0.4967,1,0
70,-1,-99999,-1,0.63241,0,0
71,0,0,0,1.0643,1,0.80961
72,0,-99999,45,0.9137,1,0.67497
