number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
65,-1,0,-1,1.034,1,0
66,-1,-99999,-1,0.77642,1,0
67,0,-99999,45,2.219,0,0.98006
68,-1,-99999,-1,1.225,1,0
69,0,-99999,-45,1.5905,0,1.1116
70,0,-99999,0,2.6087,1,0.92183
71,0,0,0,1.6491,1,1.1542
72,-1,-99999,-1,2.3751,0,0
1,-1,0,-1,2.2922,1,0
2,-1,0,-1,0.99193,1,0
3,-1,0,-1,0.77295,0,0
4,-1,-99999,-1,1.0086,1,0
5,-1,-99999,-1,0.6663,0,0
6,-1,-99999,-1,1.4776,1,0
7,-1,0,-1,0.63381,1,0
8,0,0,-45,1.4216,1,0.79861
9,0,-99999,-45,1.2956,0,1.0246
10,-1,0,-1,2.3076,0,0
11,-1,-99999,-1,0.73844,1,0
12,0,-99999,45,1.4678,1,0.78079
13,800,-99999,45,1.8179,1,0.86691
14,-1,-99999,-1,1.3859,1,0
15,-1,-99999,-1,1.6428,0,0
16,-1,0,-1,3.4219,0,0
17,-1,-99999,-1,1.6228,0,0
18,-1,0,-1,1.7809,1,0
19,800,-99999,-45,1.2667,0,0.8278
20,-1,0,-1,1.426,1,0
21,0,0,45,2.7508,0,1.0478
22,-1,-99999,-1,1.3636,0,0
23,0,0,0,1.4889,1,1.066
24,-1,0,-1,1.5736,1,0
25,-1,-99999,-1,0.98619,0,0
26,-1,-99999,-1,1.3085,0,0
27,0,0,45,1.6768,1,1.382
28,0,-99999,0,1.8995,1,1.5006
29,0,0,0,1.58,0,0.86103
30,-1,-99999,-1,1.4896,1,0
31,-1,0,-1,0.97677,1,0
32,800,-99999,0,1.2179,1,0.81109
33,800,-99999,0,1.5068,0,1.0999
34,-1,-99999,-1,1.7473,1,0
35,0,-99999,0,2.316,1,1.9011
36,0,0,0,2.0102,1,1.3633
37,-1,-99999,-1,1.4866,0,0
38,-1,-99999,-1,1.5591,1,0
39,-1,-99999,-1,1.5307,1,0
40,-1,0,-1,1.4679,0,0
41,-1,-99999,-1,1.6438,1,0
42,-1,-99999,-1,2.7685,0,0
43,-1,-99999,-1,1.1026,1,0
44,-1,-99999,-1,1.2124,0,0
45,0,-99999,0,1.4958,1,1.1048
46,-1,-99999,-1,3.0127,0,0
47,-1,-99999,-1,1.2976,0,0
48,-1,0,-1,1.1414,1,0
49,-1,-99999,-1,1.5712,1,0
50,-1,-99999,-1,0.82685,0,0
51,800,-99999,-45,1.6368,1,1.0135
52,-1,-99999,-1,2.0712,0,0
53,-1,-99999,-1,1.4288,1,0
54,-1,-99999,-1,1.2478,1,0
55,-1,0,-1,1.4168,0,0
56,0,-99999,0,1.3832,1,1.0084
57,800,-99999,0,1.2804,0,0.95357
58,-1,0,-1,1.0414,1,0
59,0,0,-45,1.7157,1,0.93272
60,-1,-99999,-1,1.7879,0,0
61,-1,0,-1,1.5557,0,0
62,0,-99999,-45,1.4999,0,1.1887
63,-1,-99999,-1,1.1958,1,0
64,0,0,0,1.8839,1,1.645
65,-1,-99999,-1,1.3617,1,0
66,-1,-99999,-1,1.4478,0,0
67,800,-99999,0,1.5601,0,1.2093
68,-1,0,-1,1.2021,1,0
69,800,-99999,45,1.4439,0,1.1251
70,-1,-99999,-1,0.87372,1,0
71,-1,-99999,-1,0.93596,0,0
72,0,-99999,45,1.6294,1,0.9745
