number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
9,-1,-99999,-1,0.95222,1,0
10,-1,-99999,-1,1.3659,0,0
11,800,-99999,-45,1.3287,0,0.79385
12,-1,-99999,-1,3.0938,1,0
13,-1,-99999,-1,1.2788,1,0
14,-1,-99999,-1,1.2298,1,0
15,-1,-99999,-1,1.6967,1,0
16,-1,-99999,-1,1.0681,1,0
17,0,0,-45,2.0933,0,0.67838
18,-1,0,-1,1.1881,1,0
19,0,0,-45,2.1509,0,0.57599
20,-1,0,-1,2.1937,1,0
21,-1,0,-1,1.0895,1,0
22,800,-99999,45,2.9607,1,1.0978
23,-1,0,-1,1.8244,1,0
24,0,-99999,45,2.257,1,1.362
25,800,-99999,0,2.073,1,0.70619
26,-1,-99999,-1,1.9749,1,0
27,-1,0,-1,1.0312,1,0
28,-1,0,-1,1.4123,1,0
29,-1,0,-1,2.1564,1,0
30,-1,0,-1,1.1225,1,0
31,-1,0,-1,1.1736,1,0
32,0,-99999,-45,2.2295,0,0.91062
33,-1,-99999,-1,1.3145,1,0
34,-1,-99999,-1,0.68309,1,0
35,-1,0,-1,0.92934,1,0
36,-1,-99999,-1,1.3746,1,0
37,0,0,0,2.0323,1,0.75342
38,-1,-99999,-1,1.6751,0,0
39,-1,-99999,-1,1.3878,1,0
40,-1,-99999,-1,2.4476,1,0
41,-1,0,-1,1.4037,1,0
42,0,-99999,-45,2.0968,1,1.3618
43,0,0,0,2.4989,0,1.148
44,-1,-99999,-1,1.1547,1,0
45,-1,0,-1,1.5705,1,0
46,-1,-99999,-1,1.9676,1,0
47,-1,-99999,-1,2.393,1,0
48,-1,-99999,-1,0.87919,1,0
49,-1,-99999,-1,0.87811,1,0
50,-1,-99999,-1,1.1737,1,0
51,-1,0,-1,1.2267,1,0
52,800,-99999,45,2.186,1,1.035
53,800,-99999,0,1.1358,1,0.76887
54,0,-99999,0,1.768,1,1.3771
55,800,-99999,-45,1.7275,0,0.66461
56,-1,-99999,-1,2.2685,0,0
57,0,-99999,0,1.6995,1,0.79663
58,0,0,45,1.9529,1,0.68995
59,800,-99999,0,1.6718,0,0.43288
60,800,-99999,0,2.4253,1,0.76234
61,-1,-99999,-1,1.0921,1,0
62,0,-99999,0,1.275,1,1.6441
63,-1,-99999,-1,1.8858,1,0
64,-1,-99999,-1,1.7164,1,0
65,-1,0,-1,0.7442,1,0
66,-1,-99999,-1,1.0186,0,0
67,-1,-99999,-1,1.6448,1,0
68,0,0,0,1.5535,1,1.2907
69,0,-99999,0,2.2021,1,1.4749
70,-1,0,-1,1.1369,1,0
71,-1,-99999,-1,0.96254,1,0
72,-1,-99999,-1,0.99317,1,0
1,-1,-99999,-1,0.97843,1,0
2,-1,0,-1,0.66467,1,0
3,-1,-99999,-1,1.3803,1,0
4,-1,0,-1,0.80614,1,0
5,800,-99999,-45,1.8856,1,0.93463
6,800,-99999,0,1.4945,1,0.66364
7,800,-99999,45,1.1963,1,0.55736
8,-1,-99999,-1,0.78821,1,0
9,800,-99999,-45,1.6678,1,0.87692
10,0,-99999,45,1.5197,1,0.69677
11,-1,-99999,-1,1.7334,1,0
12,0,0,45,2.3619,0,0.62661
13,-1,0,-1,0.96841,1,0
14,-1,0,-1,1.0092,1,0
15,-1,-99999,-1,0.95583,1,0
16,-1,-99999,-1,0.65606,1,0
17,-1,-99999,-1,1.2607,0,0
18,800,-99999,0,1.9328,0,0.8699
19,-1,-99999,-1,2.219,0,1.0201
20,0,0,45,2.0252,0,0.68243
21,0,0,0,1.7164,1,1.3014
22,800,-99999,0,1.3811,1,0.80625
23,800,-99999,0,2.1045,1,0.7856
24,-1,0,-1,1.9784,0,0
25,-1,-99999,-1,1.0813,0,0
26,-1,-99999,-1,1.0131,1,0
27,-1,-99999,-1,0.716,1,0
28,-1,0,-1,0.89176,1,0
29,0,0,-45,1.6728,0,0.78587
30,-1,-99999,-1,0.79212,1,0
31,-1,-99999,-1,1.2364,1,0
32,-1,0,-1,1.1236,1,0
33,-1,-99999,-1,1.0819,1,0
34,-1,-99999,-1,0.88247,1,0
35,-1,-99999,-1,0,NaN,0
36,800,-99999,45,1.1834,1,0.4805
37,-1,0,-1,1.1996,0,0
38,0,-99999,45,1.0365,0,3.3656
39,0,-99999,0,1.5766,1,0.61736
40,0,-99999,0,2.0806,1,0.96969
41,0,0,0,1.8755,1,0.82056
42,-1,-99999,-1,0.99581,1,0
43,-1,0,-1,2.8657,0,0
44,-1,-99999,-1,1.1029,1,0
45,0,0,0,2.1231,1,1.0762
46,0,0,0,2.062,1,0.94304
47,-1,0,-1,0.9848,1,0
48,-1,-99999,-1,1.0026,1,0
49,0,-99999,0,1.4197,1,0.99677
50,-1,-99999,-1,1.247,1,0
51,-1,0,-1,1.3929,0,0
52,-1,0,-1,1.3705,1,0
53,-1,-99999,-1,1.1018,1,0
54,-1,-99999,-1,2.0224,1,0
55,-1,-99999,-1,0.98454,1,0
56,-1,0,-1,1.0804,1,0
57,-1,-99999,-1,1.03,1,0
58,-1,0,-1,0.92626,1,0
59,-1,-99999,-1,0.88277,1,0
60,0,-99999,0,2.186,1,0.89912
61,0,-99999,-45,2.3438,0,0.69689
62,-1,-99999,-1,2.4356,0,0
63,-1,-99999,-1,0.80852,1,0
64,-1,-99999,-1,0.94157,1,0
65,-1,-99999,-1,0.62329,1,0
66,-1,-99999,-1,0.6473,1,0
67,0,-99999,-45,1.8748,1,0.8439
68,-1,-99999,-1,1.1311,1,0
69,-1,0,-1,1.0463,1,0
70,0,0,-45,1.5991,1,0.73625
71,-1,0,-1,1.0922,1,0
72,-1,-99999,-1,0.98395,1,0
