1 0.72601
1 0.53579
1 0.9298
1 0.5316
1 0.71776
1 0.84975
1 0.778
1 0.73372
0 0.81597
1 0.76966
1 0.51557
1 0.58962
1 0.67791
1 0.7596
1 0.60955
1 0.65982
1 0.70569
1 0.73331
1 0.67944
1 0.65371
1 0.52543
1 0.44534
1 0.51317
0 0.93504
1 0.70361
1 0.59734
1 0.7853
1 0.61762
1 0.53731
1 0.55916
1 0.69529
1 0.51327
1 0.63567
1 0.58146
1 0.7113
1 0.82321
1 0.57116
1 0.63516
1 0.67109
0 0.63904
1 0.60715
1 0.623
0 0.92729
1 0.74299
1 0.56327
1 0.55318
1 0.76721
0 0.55324
1 0.51888
1 0.45585
1 0.71393
1 0.70578
1 0.62012
1 0.53975
1 0.68807
1 0.62004
1 0.5877
1 0.70601
1 0.65771
1 0.5497
1 0.53766
1 0.56166
0 0.57591
1 0.74762
1 0.86354
1 0.64592
1 0.59587
1 0.59753
1 0.60551
1 0.73543
1 0.61728
1 0.77546
1 0.56373
1 0.60951
1 0.60728
1 0.73134
0 0.56728
1 0.58929
1 0.90908
1 0.62957
1 0.74348
1 0.6332
1 0.6595
1 0.53118
1 0.59892
1 0.66338
1 0.50918
1 0.55121
1 0.5852
1 0.70908
1 0.54741
0 0.87131
1 0.63903
1 0.66308
1 0.79932
1 0.55904
1 0.65288
1 0.60288
1 0.49846
1 0.51271
1 0.93685
1 0.58686
1 0.81057
1 0.6825
1 0.83288
1 0.66656
1 0.59252
1 0.59447
1 0.62844
1 0.57243
1 0.77847
1 0.65264
1 0.54065
1 0.81428
1 0.62433
1 0.64426
0 0.61829
1 0.63622
1 0.68823
0 0.8805
1 0.56026
0 0.7165
1 0.75619
1 0.62049
0 0.64014
1 0.62006
1 0.53348
1 0.4531
1 0.71486
1 0.7411
1 0.63906
1 0.53497
1 0.62694
0 0.66898
1 0.57121
1 1.1892
0 0.66297
1 0.5449
1 0.6609
1 0.56908
0 0.60807
1 0.50982
1 0.59174
1 0.65171
1 0.63169
1 0.55402
1 0.48194
1 0.59639
1 0.64351
1 0.59147
1 0.58959
1 0.56359
0 0.54786
1 0.62955
1 0.63182
0 0.87385
0 0.74755
1 0.49946
1 0.53579
0 0.6114
1 0.65537
1 0.62535
1 0.66537
1 0.57766
1 0.64553
1 0.59331
1 0.59758
1 0.72131
1 0.63925
0 0.80325
1 0.67123
1 0.65922
1 0.52351
1 0.59755
0 0.62916
0 0.87514
1 0.67543
0 0.56177
1 0.6432
1 0.66311
1 0.8484
1 1.332
1 0.67404
1 0.7461
1 0.56205
1 0.51003
1 0.90634
0 0.55197
0 0.61797
1 0.44621
1 0.47994
1 0.56619
