1,0.10761,0.67275,0.39656,0,0,0,0,NaN,NaN,6.5677,0.40762
1,0.62837,0.98582,-0.16097,1,0,0,0,NaN,NaN,6.5677,0.79139
1,0.59753,-0.1216,-0.84889,2,0,0,0,NaN,NaN,6.5677,0.40161
1,-0.54101,-1.169,-0.5836,0,1,0,0,NaN,NaN,6.5677,-0.83609
1,-0.99719,-1.5718,-0.74149,1,1,0,0,NaN,NaN,6.5677,-1.1738
1,-0.94128,-0.76778,-0.05182,2,1,0,0,NaN,NaN,6.5677,-0.84575
1,-0.0069254,0.45484,0.044045,0,0,0,1,NaN,NaN,5.8547,0.35631
1,0.25373,0.92428,-0.27123,1,0,0,1,NaN,NaN,5.8547,0.88215
1,0.059033,-0.91283,-0.858,2,0,0,1,NaN,NaN,5.8547,-0.31905
1,-0.98355,-1.8081,-0.86185,0,1,0,1,NaN,NaN,5.8547,-1.3988
1,-0.50064,0.12744,0.16895,1,1,0,1,NaN,NaN,5.8547,-0.072617
1,-0.26489,0.19913,0.16719,2,1,0,1,NaN,NaN,5.8547,-0.0016461
1,-0.061776,0.2906,0.36011,0,0,1,0,0.96296,NaN,6.4403,0.081146
1,-1.1288,-2.1066,-0.42535,1,0,1,0,0.96296,NaN,6.4403,-1.8465
1,-0.71157,-1.6727,-0.37932,2,0,1,0,0.96296,NaN,6.4403,-1.3389
1,-0.68616,-1.4499,-0.39929,0,1,1,0,0.96296,NaN,6.4403,-0.9874
1,1.4282,2.1859,0.1173,1,1,1,0,0.96296,NaN,6.4403,2.3517
1,1.5902,2.9471,0.27442,2,1,1,0,0.96296,NaN,6.4403,2.7276
1,-0.034177,-0.21427,-0.22639,0,0,1,1,0.85,3.3107,7.7624,-0.050901
1,-0.67162,-2.3024,-1.0333,1,0,1,1,0.85,3.3107,7.7624,-1.4205
1,-0.36288,-2.3739,-1.1452,2,0,1,1,0.85,3.3107,7.7624,-1.371
1,0.49756,-0.81259,-1.1871,0,1,1,1,0.85,3.3107,7.7624,0.054903
1,0.76848,0.15382,-0.57776,1,1,1,1,0.85,3.3107,7.7624,0.67476
1,0.92576,2.1408,0.17822,2,1,1,1,0.85,3.3107,7.7624,1.8629
2,0.34705,-0.27664,-0.5747,0,0,0,0,NaN,NaN,4.3945,0.11764
2,0.64219,1.0467,0.1102,1,0,0,0,NaN,NaN,4.3945,0.97031
2,0.28997,0.43081,-0.032718,2,0,0,0,NaN,NaN,4.3945,0.45243
2,1.2444,-0.048326,-0.95671,0,1,0,0,NaN,NaN,4.3945,0.63282
2,1.2014,2.492,0.42756,1,1,0,0,NaN,NaN,4.3945,2.0279
2,0.30317,0.76858,0.24259,2,1,0,0,NaN,NaN,4.3945,0.60453
2,-0.8251,-1.9522,-0.74375,0,0,0,1,NaN,NaN,3.8419,-1.4823
2,1.3624,4.3227,1.497,1,0,0,1,NaN,NaN,3.8419,3.1669
2,0.084962,0.66427,0.36339,2,0,0,1,NaN,NaN,3.8419,0.43895
2,0.14752,-1.331,-0.72278,0,1,0,1,NaN,NaN,3.8419,-0.62255
2,-2.2958,-3.7378,0.13664,1,1,0,1,NaN,NaN,3.8419,-3.6031
2,-1.077,-1.925,0.0085841,2,1,0,1,NaN,NaN,3.8419,-1.8994
2,1.1746,1.5717,-0.29912,0,0,1,0,0.66667,2.8767,4.983,1.6639
2,1.1911,3.6536,1.3486,1,0,1,0,0.66667,2.8767,4.983,2.4685
2,-0.49506,-0.80724,0.060656,2,0,1,0,0.66667,2.8767,4.983,-0.83161
2,-0.53157,-2.8464,-1.2568,0,1,1,0,0.66667,2.8767,4.983,-1.8532
2,-0.034427,-0.82397,-0.69077,1,1,1,0,0.66667,2.8767,4.983,-0.11123
2,-0.14533,0.18357,0.11309,2,1,1,0,0.66667,2.8767,4.983,0.28028
2,1.6079,2.3668,-0.51344,0,0,1,1,0.91358,2.4639,4.8662,2.3173
2,2.9127,4.9886,0.39459,1,0,1,1,0.91358,2.4639,4.8662,4.4344
2,0.58664,0.88888,0.19358,2,0,1,1,0.91358,2.4639,4.8662,0.77149
2,1.3373,1.3662,-0.25156,0,1,1,1,0.91358,2.4639,4.8662,1.7104
2,1.1388,1.6444,0.30509,1,1,1,1,0.91358,2.4639,4.8662,1.6401
2,-0.19184,-0.91797,-0.097939,2,1,1,1,0.91358,2.4639,4.8662,-0.69228
3,0.51668,0.62426,-0.72512,0,0,0,0,NaN,NaN,4.4354,0.59507
3,1.1605,-0.07733,-1.7716,1,0,0,0,NaN,NaN,4.4354,0.74134
3,0.31745,-2.5352,-1.5349,2,0,0,0,NaN,NaN,4.4354,-0.93557
3,0.37315,-0.89493,-1.1704,0,1,0,0,NaN,NaN,4.4354,-0.10728
3,0.45785,-0.099371,-0.63978,1,1,0,0,NaN,NaN,4.4354,0.36223
3,0.65174,1.5179,0.80505,2,1,0,0,NaN,NaN,4.4354,1.1539
3,0.26045,0.067579,-0.82156,0,0,0,1,NaN,NaN,4.8742,0.32417
3,0.76146,-0.45644,-1.1432,1,0,0,1,NaN,NaN,4.8742,0.40669
3,0.65349,-2.2597,-1.9288,2,0,0,1,NaN,NaN,4.8742,-0.50437
3,-0.39662,-2.9736,-1.5777,0,1,0,1,NaN,NaN,4.8742,-1.5765
3,0.061775,0.10243,0.60494,1,1,0,1,NaN,NaN,4.8742,-0.062064
3,0.44561,1.149,0.85218,2,1,0,1,NaN,NaN,4.8742,0.64999
3,1.0387,1.4957,-0.12709,0,0,1,0,0.97857,2.4211,5.3066,1.6507
3,-0.073571,-3.3353,-2.2211,1,0,1,0,0.97857,2.4211,5.3066,-1.3829
3,-0.18427,-3.0621,-1.9375,2,0,1,0,0.97857,2.4211,5.3066,-1.375
3,-1.5712,-6.1452,-2.3994,0,1,1,0,0.97857,2.4211,5.3066,-3.8953
3,0.12509,0.028376,-0.64736,1,1,1,0,0.97857,2.4211,5.3066,0.49723
3,0.78817,3.6913,1.3367,2,1,1,0,0.97857,2.4211,5.3066,2.6473
3,1.1166,0.61642,-0.69555,0,0,1,1,0.9916,2.6685,7.1528,1.1973
3,1.4758,-1.295,-1.3891,1,0,1,1,0.9916,2.6685,7.1528,0.13905
3,0.18676,-3.6916,-1.633,2,0,1,1,0.9916,2.6685,7.1528,-1.9346
