0.9577 0
0.5656 1
1.0776 0
1.5835 1
0.64141 1
0.7337 0
1.0634 1
1.1914 1
1.0092 1
0.68526 1
0.72311 1
0.77112 0
0.69545 1
0.80936 1
0.54704 0
0.87104 1
0.49287 1
0.79371 1
0.67358 1
4.0061 NA
0.77559 1
0.63572 0
0.70147 1
0.67533 1
0.78355 1
0.70131 1
0.73318 1
0.72127 1
0.72519 1
0.64492 0
0.87698 1
0.82301 1
1.0488 1
0.57224 1
1.0442 1
0.76021 0
0.75604 0
0.84023 1
0.78634 1
0.60534 1
0.76883 1
0.8348 0
0.87498 0
0.73695 0
0.86681 1
0.62668 0
0.71258 1
0.48219 1
0.89537 1
0.90942 1
1.0194 1
1.0935 0
0.79526 1
0.86728 0
0.73531 0
0.86711 1
0.80793 0
0.88981 1
0.68017 1
0.53038 1
0.71578 0
0.87395 1
0.74998 1
1.2788 1
